strain stressXX stressYY stressZZ
0.0009999998851 0.06230015158 -0.002315080195 0.01764580957
0.001999999885 0.1081747289 -0.01913998121 -0.03149501118
0.002999999885 0.1905807509 0.01844121717 0.05715454456
0.003999999885 0.2201627026 -0.01752455854 -0.01006120359
0.004999999885 0.3442784022 0.03081092497 0.04905917988
0.005999999885 0.3570103673 -0.01658629591 -0.01064963739
0.006999999884 0.4528376171 0.02244125478 -0.009763184196
0.007999999884 0.4934449122 -0.02189611436 0.005080255116
0.008999999884 0.5617490255 0.003774543738 -0.01033293716
0.009999999884 0.6317500288 0.02488804585 -0.02579866546
0.01099999988 0.705545034 -0.02903374606 -0.004320503253
0.01199999988 0.7886797585 -0.004137116357 -0.002369556797
0.01299999988 0.838502716 -0.01886612708 -0.01806004476
0.01399999988 0.8893573973 -0.01247309945 -0.01658499455
0.01499999988 0.9677500998 0.005808246245 0.002482125149
0.01599999988 1.030576507 -0.01408049825 -0.02698872641
0.01699999988 1.111910028 0.03416086069 0.02784739177
0.01799999988 1.14068338 -0.0001732313185 0.02592534022
0.01899999988 1.211111042 0.03433216728 -0.01359311711
0.01999999988 1.27332741 0.02454653798 -0.03148292628
0.02099999988 1.33305707 0.01507016819 0.004193878734
0.02199999988 1.389205526 0.02189787032 0.02024625609
0.02299999988 1.439389781 -0.02240297537 -0.007441342241
0.02399999988 1.543330738 0.008779952506 0.0133251255
0.02499999988 1.593098014 0.01500998118 -0.01282938524
0.02599999988 1.653331818 0.03884178949 -0.01120591781
0.02699999988 1.711652768 -0.01423014754 0.00278378328
0.02799999988 1.783949387 -0.004525237932 0.01306537339
0.02899999988 1.848175535 0.007389766365 0.01940951529
0.02999999988 1.897554163 -0.0001607081853 -0.01900609197
0.03099999988 1.965904407 -0.005158209234 0.01415790012
0.03199999988 2.018061753 -0.02750593678 -0.007536686985
0.03299999988 2.076703827 0.005495621481 0.009559156683
0.03399999988 2.151535956 0.007493185729 -0.02582639256
0.03499999988 2.252488795 0.01582351087 0.02528092904
0.03599999988 2.271463695 -0.03714398985 0.001672380916
0.03699999988 2.342757259 0.02469566467 0.01054418606
0.03799999988 2.412050128 0.01632973789 -0.02582735364
0.03899999988 2.459831741 -0.00928564513 -0.001983539088
0.03999999988 2.524473046 0.002256779295 0.01529194394
0.04099999988 2.581702893 -0.009466934665 -0.008057492472
0.04199999988 2.645475603 0.02785290652 -0.02439590699
0.04299999988 2.725175919 -0.01282158805 -0.0257790599
0.04399999988 2.772299064 0.01692903454 0.02193566784
0.04499999988 2.828286842 -0.02474769356 0.02741908888
0.04599999988 2.876722964 -0.01819564608 -0.006635579446
0.04699999988 2.943920733 0.004891826208 -0.008593051279
0.04799999988 2.996286448 0.02975306317 -0.0009974731074
0.04899999988 3.027493398 -0.0121250627 -0.009723643497
0.04999999988 3.144078234 0.01687043887 0.01427582455
0.05099999988 3.131960961 -0.02319016776 -0.03069602174
0.05199999988 3.230898828 0.01099145412 0.03370328966
0.05299999988 3.300527279 -0.001998125414 0.0200949343
0.05399999988 3.35497443 0.0186652698 -0.02360545211
0.05499999988 3.413744599 -0.009867067194 0.02684610604
0.05599999988 3.449664931 -0.04037437552 0.01795361659
0.05699999988 3.530485258 0.0183203244 -0.00394044567
0.05799999988 3.577918716 0.006931189024 -0.008560448526
0.05899999988 3.641881152 -0.01885856211 -0.004320569002
0.05999999988 3.708755208 -0.01255333309 0.05256402241
0.06099999988 3.727113363 -0.03192255453 -0.02559595847
0.06199999988 3.839079992 0.01723641524 0.02306529666
0.06299999988 3.83983117 -0.03780492247 -0.02791179433
0.06399999988 3.953543873 -0.02802047944 0.01591351468
0.06499999988 4.009048726 0.0340757317 0.02188544867
0.06599999988 4.011819472 0.03027985731 -0.06385363533
0.06699999988 4.107157224 0.06601141537 0.01687007785
0.06799999988 4.152242493 -0.051043798 -0.03111819193
0.06899999988 4.253104995 0.03645929723 0.06538774715
0.06999999988 4.260745049 -0.03506321624 -0.03029303341
0.07099999988 4.353988518 0.005987075763 0.04774266466
0.07199999988 4.414255077 0.03620271803 -0.006127162319
0.07299999988 4.425736344 -0.0379906769 -0.04244392048
0.07399999988 4.532077113 0.03249423408 0.07269072807
0.07499999988 4.540797035 -0.03961417143 -0.04671995677
0.07599999988 4.635263342 0.05442633424 0.02584460201
0.07699999988 4.689338977 -0.01435446946 -0.03166625614
0.07799999988 4.713131868 -0.02104728012 0.0232304348
0.07899999988 4.807560904 -0.01279618236 -0.00948284583
0.07999999988 4.864988961 0.01261466752 0.01532421872
0.08099999988 4.919264572 0.03462842315 -0.001455979301
0.08199999988 4.94718725 -0.03413795205 -0.02236374235
0.08299999988 5.051818989 0.004205282358 0.05589859927
0.08399999988 5.023594117 -0.04697105465 -0.04636560109
0.08499999988 5.141931449 0.04811025636 0.02224405272
0.08599999988 5.209641446 -0.01163411411 -0.012397601
0.08699999988 5.252934166 -0.01880822378 0.01065971089
0.08799999988 5.314559416 0.004546082729 0.01949231217
0.08899999988 5.326928235 0.01769745623 -0.03177117978
0.08999999987 5.365452324 -0.01956814345 0.02690672035
0.09099999987 5.445626444 -0.02053550247 -0.022749668
0.09199999987 5.499284316 0.05601649575 -0.02113680105
0.09299999987 5.563718813 -0.003178076454 -0.008469777818
0.09399999987 5.620189416 0.01605963579 -0.03290783472
0.09499999987 5.679522593 -0.02902484023 0.01615447045
0.09599999987 5.727891976 0.0232284026 0.02515774954
0.09699999987 5.763635885 -0.06668020082 -0.03411970465
0.09799999987 5.828544132 0.05132165184 -0.0008112678582
0.09899999987 5.868820843 -0.02030142412 -0.05402483609
0.09999999987 5.923454959 0.01870334533 -0.009051273872
0.1009999999 5.995661462 -0.03326165333 0.0264408418
0.1019999999 6.06116281 0.03012567123 0.005584882638
0.1029999999 6.085343667 -0.004716492218 -0.0127299967
0.1039999999 6.140100638 -0.002918295888 -0.01681107917
0.1049999999 6.208790381 0.007205393598 0.01337566783
0.1059999999 6.248524657 -0.001406515677 -0.008265473307
0.1069999999 6.325976919 0.05265143182 0.01641369569
0.1079999999 6.368948395 -0.01321599806 -0.02396350951
0.1089999999 6.44026005 -0.00144155004 -0.0028539292
0.1099999999 6.456573942 0.01798969055 -0.02467204571
0.1109999999 6.521820609 0.006395234552 0.01285315585
0.1119999999 6.592544195 -0.02230312379 0.01455146906
0.1129999999 6.600446012 0.005542162017 -0.004032210104
0.1139999999 6.670696396 -0.0003556708118 -0.033688533
0.1149999999 6.723061742 0.02048986328 -0.0187480375
0.1159999999 6.800797966 0.0338457963 0.03019325605
0.1169999999 6.775226956 -0.05329949304 -0.07007416325
0.1179999999 6.923192341 0.04568464475 0.08084607352
0.1189999999 6.867608732 -0.05604013597 -0.05185741161
0.1199999999 7.000889639 0.04301020778 0.01641599491
0.1209999999 7.020181586 -0.01381387339 -0.007478762395
0.1219999999 7.043541257 0.02121128176 -0.02108307221
0.1229999999 7.11817253 0.02080757282 -0.02552382969
0.1239999999 7.103951415 -0.02955144122 0.0254094351
0.1249999999 7.14813321 -0.04466209444 0.05536185577
0.1259999999 7.228912656 -0.05002901347 -0.01005348893
0.1269999999 7.302042126 0.005816754818 0.03693535149
0.1279999999 7.345391774 0.03590844485 -0.04610015034
0.1289999999 7.383475133 0.08734616106 -0.015063187
0.1299999999 7.40052546 -0.04203091362 0.0227285486
0.1309999999 7.441923906 0.01223406197 0.002151425414
0.1319999999 7.488669458 -0.0151664925 0.0202203278
0.1329999999 7.534332923 -0.02335320762 -0.02418054688
0.1339999999 7.574225694 0.02817647739 -0.01621685153
0.1349999999 7.60513769 -0.01835335649 0.0006030840694
0.1359999999 7.68797877 0.02790923144 -0.03648105276
0.1369999999 7.660233468 -0.001915633055 -1.963814671e-006
0.1379999999 7.701146018 0.01615089344 0.02531384809
0.1389999999 7.756968579 -0.02739627566 -0.07722827713
0.1399999999 7.827646148 0.02909830065 0.07419867657
0.1409999999 7.835831327 -0.053752495 -0.04682135253
0.1419999999 7.9294277 0.05295173162 0.03738834403
0.1429999999 7.920937156 -0.01616166394 -0.01549997508
0.1439999999 7.94717922 0.006235968115 -0.02912186507
0.1449999999 7.929111491 -0.008586444138 -0.08392342702
0.1459999999 7.986624227 0.03703162032 0.01373737114
0.1469999999 7.999154062 -0.06374133182 0.0008979173031
0.1479999999 7.962356879 0.02919469936 -0.007500649846
0.1489999999 8.047955345 -0.01446221793 0.03572641586
0.1499999999 7.962302896 -0.04416866194 -0.03248222892
